avg_rating,num_reviews,rating_count,title
8.7,7,"3,500",Waiting to Exhale
9.0,4,"3,417",Left Turn Ahead
9.0,3,"3,408",There's Something About Harry
8.8,10,"3,879",It's Alive!
8.0,4,334,Survival of the Fittest
7.5,2,282,Keep It Together
7.5,2,314,The Truth Hurts
6.8,2,96,"Operation Jungle Rescue, Pt. 2"
6.8,53,"1,480",You vs. Wild
8.0,2,671,American Masters
9.6,10,"6,768",Born Free
9.3,6,"4,319",Truth Be Told
9.2,6,"4,270",Seeing Red
8.7,6,"3,756",Father Knows Best
9.1,7,"4,150",Shrink Wrap
8.8,4,"3,855",Circle of Friends
9.0,6,"4,142",Return to Sender
8.4,10,"4,220",Popping Cherry
8.8,6,"4,139",Let's Give the Boy a Hand
8.6,5,"3,965",Love American Style
8.8,24,"6,607",Dexter
8.4,8,"4,522",Crocodile
4.9,3,210,Episode #1.1
4.4,550,"5,678",Leila
7.5,7,380,Historia de un crimen: Colmenares
7.9,2,142,"Bangkok, Thailand"
8.1,22,"1,067",Street Food
6.6,107,"2,237",Lunatics
9.4,4,"3,886",Resistance Is Futile
9.1,5,"3,507",Morning Comes
8.8,5,"3,369","That Night, a Forest Grew"
8.7,5,"3,316","Dex, Lies, and Videotape"
8.8,5,"3,422",The Dark Defender
8.5,6,"3,298",See-Through
8.7,6,"3,464",An Inconvenient Lie
7.0,38,456,Typewriter
6.0,7,221,Yankee
7.1,10,727,The Alcasser Murders
9.7,34,"4,473",Endings and Beginnings
9.4,2,"3,447",The White Devil
9.7,19,"4,227",An Endless Cycle
9.5,2,"3,603",Lost and Found
9.6,3,"4,029",The Travelers
9.4,5,"3,688",Ghosts
9.2,5,"3,780",Dark Matter
7.7,24,559,Arthdal Chronicles
8.0,88,"8,132",How to Sell Drugs Online (Fast)
8.9,7,420,The Hide
7.9,5,347,Killing Time
9.2,34,"18,622",Days Gone Bye
8.2,9,360,The Russian House
8.4,79,"11,475",Foyle's War
8.1,70,"17,399",Fairy Tail
9.4,11,"4,080",Hungry Man
8.6,2,"2,867",Road Kill
8.6,2,"2,863",Slack Tide
9.0,3,"3,084",Dirty Harry
9.2,3,"3,411",Dex Takes a Holiday
8.7,4,"2,981",Remains to Be Seen
9.8,43,"9,615",The Getaway
9.5,9,"4,420","Hello, Dexter Morgan"
9.2,5,"3,368",Lost Boys
8.8,3,"3,382",Living the Dream
8.8,4,"2,976",About Last Night
8.7,4,"2,925",The Damage a Man Can Do
8.6,4,"2,976",Easy as Pie
8.3,3,"2,890",Sí se puede
8.6,5,"2,923",Turning Biminese
8.2,5,"2,945",All in the Family
8.3,3,"2,981",The Lion Sleeps Tonight
8.5,3,"3,091",Finding Freebo
8.9,5,"3,268",Do You Take Dexter Morgan?
8.9,5,"2,998",I Had a Dream
9.1,2,"3,157",Go Your Own Way
8.4,4,"3,328",Our Father
9.0,2,"3,056",In the Beginning
8.9,3,"2,914",Hop a Freighter
8.9,21,"3,581",The Big One
8.5,5,"2,745",Circle Us
8.9,5,"2,916",Take It!
8.8,6,"3,006",Everything Is Illumenated
8.1,3,"2,759",First Blood
8.5,4,"2,818",Practically Perfect
8.5,5,"2,800",Beauty and the Beast
7.6,45,"13,241",Life Unexpected
8.3,4,"2,871","Hello, Bandit"
9.1,38,"25,582",A Study in Pink
9.1,20,"22,522",The Great Game
8.1,22,"22,107",The Blind Banker
8.7,18,"10,889",TS-19
8.3,14,"9,917",Wildfire
8.6,17,"10,365",Vatos
8.4,16,"10,592",Tell It to the Frogs
8.7,20,"11,606",Guts
8.3,2,"2,151",Dirty Little Secrets
8.9,4,"3,910",Pilot
9.7,35,"31,252",The Reichenbach Fall
8.5,21,"21,771",The Hounds of Baskerville
9.5,61,"32,393",A Scandal in Belgravia
8.5,10,"3,010",Get Gellar
8.0,3,"2,702",Sin of Omission
7.9,14,"3,056",Nebraska
8.5,8,"2,873",Just Let Go
8.1,4,"2,767",The Angel of Death
8.5,5,"2,842",A Horse of a Different Color
8.3,5,"2,834",Smokey and the Bandit
8.2,5,"2,955",Once Upon a Time...
9.2,17,"4,744",This Is the Way the World Ends
8.4,2,"2,829",Talk to the Hand
8.1,3,"2,708",Ricochet Rabbit
8.9,7,"9,070",Unaired Pilot
8.4,8,"8,285",Triggerfinger
8.4,11,"8,545",Nebraska
9.2,21,"12,596",Pretty Much Dead Already
7.8,16,"8,468",Secrets
8.2,9,"8,752",Chupacabra
7.7,12,"8,673",Cherokee Rose
8.4,9,"8,929",Save the Last One
8.1,11,"8,926",Bloodletting
9.1,19,"11,921",Beside the Dying Fire
8.9,17,"10,411",Better Angels
8.6,16,"8,712","Judge, Jury, Executioner"
8.6,12,"8,579",18 Miles Out
8.6,16,"9,945",What Lies Ahead
8.6,10,"3,936",Those Kinds of Things
8.0,32,"8,924",The Hour
8.7,6,"3,262",Buck the System
8.7,9,"6,723",Chapter 1
7.9,2,"1,080",Smashed
8.5,5,"1,278",Colony Collapse
7.3,2,"1,116",Double Crossers
7.9,2,"1,238",A New Start
7.1,2,"1,323",Indian Takers
7.0,2,"1,397",Borderline Personalities
7.9,2,"1,071",Queen B.
7.6,3,"1,760",Flight of the Phoenix
8.8,12,"10,826",Seed
8.4,2,"2,062",Bail Out
8.6,2,"1,918",Undefeated
7.6,17,"9,017",Blue Exorcist
8.7,8,"7,885",When the Dead Come Knocking
8.4,9,"7,678",Hounded
9.2,18,"11,818",Killer Within
8.3,12,"8,417",Walk with Me
8.7,12,"8,752",Sick
8.7,4,"5,362",Chapter 2
8.4,5,"4,767",Chapter 3
8.6,4,"4,028",Chapter 9
8.3,4,"4,483",Chapter 4
7.5,3,50,Episode #1.3
9.0,5,"3,205",Do You See What I See?
9.3,10,"4,985","Surprise, Motherfucker!"
8.5,6,"2,865",The Dark... Whatever
8.5,5,"3,004",Chemistry
8.9,14,"3,573",Argentina
7.9,2,55,Episode #1.1
8.9,7,"3,362",Run
8.4,5,"3,048",Do the Wrong Thing
8.6,6,"2,996",Swim Deep
8.2,2,177,Mania
8.1,3,352,Cracking a Killer's Code: Part 2
8.1,3,578,Most Wanted
8.3,4,"2,281",Pilot
8.2,2,211,Louder Than Words
7.0,2,892,Jellyfish in the Sky
8.4,23,"5,631",Love/Hate
7.8,7,"4,297",Chapter 8
8.2,5,"4,123",Chapter 7
8.6,6,"4,371",Chapter 6
8.0,3,409,Cracking a Killer's Code: Part 1
8.5,4,"4,378",Chapter 5
8.4,4,861,Wanted
8.3,9,"7,973",The Suicide King
8.3,8,"7,806",Say the Word
8.7,21,"9,347",Clear
7.9,7,"7,755",I Ain't a Judas
8.7,3,"1,191",A New Attitude
8.2,6,"4,743",Episode #1.1
8.8,4,"4,071",Chapter 10
9.1,5,"4,446",Chapter 11
8.0,9,"2,786",Tit Punch
8.8,4,"3,631",Sunshine and Frosty Swirl
8.7,11,"8,609",Home
7.8,6,"3,454",I Wasn't Ready
8.0,4,341,Cracking a Killer's Code: Part 3
8.1,52,"16,490",Boss
7.9,2,"2,136",Moscow Mule
9.0,2,725,Episode #1.6
8.4,84,"35,824",Utopia
8.3,2,"1,059",Señoritis
8.3,2,"1,067",It Gets Better
8.1,4,"1,608",Gregory
4.7,130,"16,217",Remember the Monsters?
7.2,9,"3,949",Monkey in a Box
7.0,6,"3,669",Goodbye Miami
7.4,10,"3,252",Make Your Own Kind of Music
8.1,6,"3,305",Are We There Yet?
7.6,4,"3,063",Dress Code
7.8,6,"2,957",A Little Reflection
8.0,6,"2,938",This Little Piggy
8.1,6,"3,062",Scar Tissue
8.1,7,"3,048",What's Eating Dexter Morgan?
8.1,6,"3,180",Every Silver Lining...
8.7,9,"4,480",A Beautiful Day
8.7,615,"602,582",Dexter
8.2,3,"1,729",The Clock
6.6,10,269,The Clue of the Savant's Thumb
8.2,48,"5,893",Jonathan Creek
8.9,5,"4,289",Chapter 13
8.6,4,"3,921",Chapter 12
8.3,31,"9,481",Welcome to the Tombs
8.7,13,"9,149",This Sorrowful Life
8.0,15,"7,992",Prey
8.2,2,"2,061",Fool Me Once
8.9,4,"2,745",Can't Fix Crazy
9.1,6,"1,625",The Colonel
8.6,3,"1,327",Safe House
8.0,2,436,Episode #1.2
8.0,2,832,Sea Tunt: Part 2
8.5,366,"329,721",Suits
8.3,110,"110,759",White Collar
8.5,2,"2,289",Fucksgiving
8.7,3,"1,483",Trust Me
8.4,265,"73,768",The Americans
9.0,3,"2,601",Possession
8.6,2,"2,124",Grand Guignol
8.8,3,"2,837",Closer Than Sisters
7.9,5,"2,400",Demimonde
8.2,2,"2,032",What Death Can Join Together
8.5,3,"2,922",Séance
8.2,4,"3,404",Night Work
8.6,3,"3,696",Chapter 16
7.9,2,286,Blood on Their Hands: Part 1
9.6,41,"20,706",Too Far Gone
8.7,18,"9,696",Internment
7.9,11,"8,078",Dead Weight
8.1,10,"7,877",Isolation
7.9,18,"8,325",Live Bait
8.1,11,"7,893",Indifference
7.9,4,"2,813",Pilot
8.5,14,"8,462",Infected
8.3,5,"1,110",Blockheads
9.6,9,"7,863",Chapter 14
7.9,42,"5,397",Borgia
8.1,30,"5,341",Rita
8.3,22,"10,026",30 Days Without an Accident
9.3,50,"25,545",His Last Vow
8.0,2,245,Blood on Their Hands: Part 2
8.0,29,"9,254",The Bletchley Circle
8.7,2,"3,402",Chapter 21
8.5,2,"3,408",Chapter 20
8.0,2,"1,994","Looks Blue, Tastes Red"
9.4,11,"10,084",The Crocodile's Dilemma
7.8,64,"19,275",The Musketeers
8.5,4,"2,412",Thirsty Bird
8.4,2,"3,512",Chapter 18
9.1,2,"4,145",Chapter 17
7.4,46,"17,037",Drop Dead Diva
8.4,2,"1,924",A Whole Other Hole
8.3,2,"1,877",You Also Have a Pizza
9.0,30,"12,380",A
8.6,13,"7,917",Us
8.3,10,"8,109",Inmates
7.3,46,"10,895",Still
8.4,2,"3,344",Chapter 23
8.4,2,"3,415",Chapter 19
8.5,4,"3,834",Chapter 15
9.0,3,"3,640",Chapter 22
8.3,6,466,Episode #2.6
8.6,152,"22,200",Line of Duty
7.8,2,814,Archer Vice: Southbound and Down
7.0,94,"22,627",Halo 4: Forward Unto Dawn
6.7,2,198,Night One
5.5,31,"4,731",Rosemary's Baby
7.4,2,866,Pilot
8.7,4,"9,335",Many Happy Returns
9.1,582,"716,815",Sherlock
8.6,4,879,Blood in the Water
8.6,11,"9,556",Into the Ring
9.6,5,"5,869",Chapter 26
9.0,2,"3,481",Chapter 25
9.1,37,"12,839",The Grove
8.2,19,"8,950",After
8.1,13,"8,158",Alone
8.3,11,"7,857",Claimed
9.5,41,"22,360",No Sanctuary
8.8,2,"3,628",Chapter 24
8.5,6,"6,607",The Rooster Prince
7.7,39,"9,631",The Paradise
9.4,7,"3,407",We Have Manners. We're Polite.
8.6,2,"1,792",Little Mustachioed Shit
8.3,2,"1,740",Appropriately Sized Pots
8.1,331,"257,345",Orange Is the New Black
8.1,2,606,The Unknown
8.1,107,"39,977",Star Wars: The Clone Wars
8.0,38,"6,524",Deep Breath
8.8,4,"5,507",The Heap
8.7,13,"10,764",Uno
9.2,8,"1,350",Eden
8.7,2,744,Truth Asunder
8.3,255,"90,126",The Killing
5.6,2,70,Jack the Ripper: Prime Suspect
5.6,4,119,Decoding Deepak
6.9,6,437,Bill Cosby: Far from Finished
5.9,3,255,Big Words
6.5,2,152,"Aram, Aram"
7.5,7,979,After Tiller
6.0,10,"1,909",The Laws of Thermodynamics
4.8,12,781,Street
5.7,65,"5,539",The Holiday Calendar
7.3,7,359,Jo Koy: Comin' in Hot
5.8,29,"6,160",Mascots
4.2,49,"4,294",Jinn
8.2,170,"46,658",Zeitgeist
6.3,25,"1,552",Strange Empire
4.9,67,"2,626",Godzilla: The Planet Eater
6.5,21,"3,405",Flavors of Youth
8.6,48,"11,812",Samurai X: Trust and Betrayal
7.7,135,"14,425",The Incredible Shrinking Man
7.6,7,547,Terrace House: Aloha State
7.7,98,"1,906",The Final Table
7.9,19,"2,693",Spotless
7.0,24,"10,597",Remember Sunday
5.1,220,"31,751",Happy New Year
6.7,11,"1,473",Iliza Shlesinger: War Paint
3.9,36,752,Silencer
6.5,28,"5,176",The Incredible Jessica James
6.2,18,"2,213",Roxanne Roxanne
5.4,26,"5,845",Results
7.4,17,"1,069",Barbie: Life in the Dreamhouse
6.1,10,"1,042",The Drug King
6.8,8,273,Pachamama
6.5,27,"8,245",Underdogs
6.9,29,"3,254",Ali's Wedding
7.8,2,631,Nicky Jam: El Ganador
6.9,52,"17,470",Amanda Knox
5.2,331,"1,079",Paranormal Investigation
6.7,9,"1,643","Michael Bolton's Big, Sexy Valentine's Day Special"
5.2,5,573,The Characters
5.7,33,"3,063",Happy Anniversary
7.2,42,"11,473",Copenhagen
4.8,39,"6,556",At the Devil's Door
6.8,15,852,Inside the World's Toughest Prisons
7.5,111,"26,780",This Film Is Not Yet Rated
7.1,8,"1,252",Dark Net
4.2,33,"2,360",Mercy
7.3,11,"12,294",Berlin Calling
5.0,65,"3,332",Rebirth
6.4,49,"2,192",Kevin Hart: Irresponsible
5.7,38,"6,640",Christmas Inheritance
6.0,7,147,Llama Llama
6.9,39,"11,933",Frozen Fever
5.3,61,"1,506",Superstition
7.6,34,"5,877",The Increasingly Poor Decisions of Todd Margaret
7.1,7,793,Shéhérazade
7.2,39,"1,457",Soni
7.7,12,"9,037",Berserk: The Golden Age Arc I - The Egg of the King
7.0,43,"3,913",Boy Meets Girl
8.0,36,"2,556",Flint Town
6.2,24,733,Transformers: Robots in Disguise
6.8,86,"23,483",The Perfect Host
7.8,15,"2,607",The Day Will Come
4.6,23,761,Ánimas
3.4,65,"5,613",Smosh: The Movie
6.0,40,"5,985",Operation Avalanche
7.6,5,629,Avlu
5.6,27,"20,042",Open Season 2
5.8,18,"5,445",Hurricane Bianca
6.7,34,"5,749",Blame!
4.1,23,"1,212",The Secrets of Emily Blair
6.1,18,"1,172",Dakota
7.1,28,"2,862",Steel Rain
5.6,65,908,Lionheart
7.4,16,"2,892",The Great Train Robbery
5.9,12,"2,141",Swearnet: The Movie
6.1,8,183,Life Overtakes Me
5.6,44,"8,161",Truth or Die
7.1,10,819,Seoul Searching
6.8,49,"6,422",Rocky Handsome
5.3,8,188,Spy Kids: Mission Critical
7.8,12,903,Losers
6.8,12,"2,828",Our Lovers
6.0,16,"1,542",Time Share
6.6,47,"2,029",Tidying Up with Marie Kondo
6.7,5,137,Harvey Girls Forever!
4.8,17,"1,560",FirstBorn
7.6,25,"2,278",Jack Whitehall: Travels with My Father
7.1,8,"1,192",ReMastered: Devil at the Crossroads
6.2,16,"3,493",Voyeur
7.7,106,"1,820",The Curious Creations of Christine McConnell
5.8,29,"3,378",Godzilla: City on the Edge of Battle
6.2,48,"3,875",Advantageous
6.0,13,"1,215",Power Rangers Megaforce
7.4,8,"3,346",Long Shot
6.3,19,"1,261",Sun Dogs
6.1,27,"4,125",Casting JonBenet
4.4,19,"3,219",House of the Rising Sun
7.5,77,"11,134",Madaari
8.5,20,"3,336",The Toys That Made Us
4.2,32,497,All About The Washingtons
7.4,21,"7,034",Divines
6.0,9,754,Deuces
7.4,14,"2,107",Dear Ex
6.4,6,"2,066",Lovestruck: The Musical
5.7,34,"1,713",The Skin of the Wolf
5.4,11,"2,090",The Red Thread
7.5,89,"4,380",Sudden Fear
8.6,24,965,Wild District
7.3,8,365,Danger Mouse
4.5,9,983,Super Buddies
5.3,67,"9,107",Olaf's Frozen Adventure
6.0,28,"8,571",Money Trap
4.8,13,814,Rodeo & Juliet
7.1,46,"10,002",Gaga: Five Foot Two
7.6,4,464,Crime Diaries: The Candidate
4.8,14,"2,343",Take the 10
5.6,27,"7,656",Adult Beginners
5.5,31,913,Kevin Hart's Guide to Black History
7.4,13,"3,230",Sadece Sen
7.1,32,"1,227",The Fix
7.8,9,426,Beat Bugs
5.5,65,"12,874",A Very Murray Christmas
7.1,16,"1,747",Us and Them
7.5,6,"9,099",Limonata
6.1,8,"1,536",Two Lovers and a Bear
7.4,3,227,LoliRock
7.9,54,"9,417",Ricky Gervais: Humanity
7.0,12,"2,044",Sunday's Illness
6.4,45,"13,630",Ashby
3.9,53,"1,485",Crowsnest
8.0,16,"2,562",The Battered Bastards of Baseball
6.3,12,"1,578",First Match
4.3,28,"3,137",The Task
7.4,24,"3,038",Shirkers
5.8,7,"1,687",R.L. Stine's Monsterville: Cabinet of Souls
7.5,10,"3,904",100 metros
7.4,76,"5,772",The Big Combo
7.0,22,"3,987",Somm
6.6,49,425,The Who Was? Show
6.9,96,"11,183",Bon Cop Bad Cop
6.4,7,755,Slugterra
4.6,30,"1,704",Hangman
4.2,12,230,Two Graves
8.4,34,"10,671",Winter on Fire: Ukraine's Fight for Freedom
5.6,24,"2,158",Money
5.7,46,"1,285",Rajma Chawal
4.9,5,142,Mike Epps: Only One Mike
7.8,46,"10,270",Forks Over Knives
7.2,2,604,Open Heart
7.7,6,86,I Hear You
4.4,21,"1,360",Horror Story
7.3,10,"2,306",Bad Seeds
7.6,13,350,Cupcake & Dino: General Services
6.8,54,"12,124",Howl
6.3,17,225,Word Party
5.3,25,"2,245",Finding Bliss
7.8,6,"1,963","Oh, Hello on Broadway"
8.7,14,600,Puffin Rock
6.0,13,"1,854",Sara's Notebook
7.6,103,"3,559",Adam Sandler: 100% Fresh
8.2,21,"9,036",Virunga
5.7,65,"8,820",Damsels in Distress
7.5,13,"3,157",They'll Love Me When I'm Dead
7.9,11,"3,863",John Mulaney: Kid Gorgeous at Radio City
6.4,19,553,Dating Around
7.8,6,"3,839",The Barkley Marathons: The Race That Eats Its Young
8.3,12,"1,033",Terrace House
8.2,33,"2,821",Sunderland 'Til I Die
7.4,57,"5,149",Force of Evil
7.3,37,"12,886",Pyaar Ka Punchnama 2
4.7,10,359,Kuntilanak
8.1,19,"2,100",Struggle: The Life and Lost Art of Szukalski
5.7,10,375,Fugitiva
8.2,56,"2,271",Taylor Swift: Reputation Stadium Tour
6.2,185,"3,136",The American Meme
7.1,4,31,Chip and Potato
4.9,50,"2,702",From the Dark
6.1,16,"2,277",Burning Sands
6.4,31,"2,292",The Incident
4.7,14,"1,675",Dirty Teacher
7.3,10,932,Children of the Whales
5.5,9,521,Mostly Sunny
6.7,12,"5,397",Shrew's Nest
6.6,8,410,Persona
6.8,8,"3,361",Imperial Dreams
7.3,17,"2,852",Ali Wong: Hard Knock Wife
7.2,28,"5,499",Pariah
2.9,9,790,The Lazarus Papers
3.5,16,427,Heebie Jeebies
6.2,8,535,Spark: A Burning Man Story
7.4,8,985,Russell Howard: Recalibrate
6.3,4,251,Sunrise
7.6,2,303,Barbra: The Music... The Mem'ries... The Magic!
6.3,5,653,My Friend Rockefeller
6.9,158,"1,899",Meet the Mormons
7.1,3,"1,273",Russell Peters: Notorious
7.4,17,"2,455",The Comedians of Comedy
6.2,7,"4,137",Neues vom Wixxer
4.2,4,196,Mike Epps: Don't Take It Personal
6.8,8,"1,702",Eye in the Sky
6.4,12,"1,208","Dana Carvey: Straight White Male, 60"
7.0,11,293,The Sleeping City
7.3,6,988,The Case Against 8
6.5,5,428,Hank: 5 Years from the Brink
7.6,29,"6,454",Being Elmo: A Puppeteer's Journey
6.8,5,"1,533",Patton Oswalt: Talking for Clapping
7.4,4,"1,705",Mike Birbiglia: Thank God for Jokes
7.4,5,665,The Garden
5.5,4,127,A Yellow Bird
7.7,3,521,CT Fletcher: My Magnificent Obsession
7.1,6,"1,088",Demetri Martin: The Overthinker
6.4,12,232,Puppy
4.0,24,"1,347",Die Präsenz
5.7,2,183,Queen of Carthage
6.6,5,588,Maz Jobrani: Immigrant
6.2,11,511,The Good Road
7.5,10,710,The Avenging Eagle
6.6,3,239,Izetta: The Last Witch
7.6,12,790,The World Before Her
7.0,2,302,Resurface
6.4,14,"1,381",David Cross: Making America Great Again
5.8,3,530,Anjelah Johnson: Not Fancy
5.9,8,543,Know Your Enemy - Japan
7.2,2,684,E-Team
4.1,9,714,White Coffin
7.4,8,"1,086",Joe Rogan: Live
6.9,5,461,A Year in Burgundy
7.3,3,80,Facing Darkness
6.2,2,671,Cristela Alonzo: Lower Classy
6.0,2,179,Western
7.4,4,226,Placebo
4.9,22,254,Feedback
6.2,3,425,Brian Regan: Nunchucks and Flamethrowers
7.0,22,736,Vir Das: Losing It
5.6,12,238,The Lady and the Monster
7.3,6,383,Mo Amer: The Vagabond
4.4,3,148,Bloody Chainsaw Girl
6.5,24,"1,350",GMO OMG
6.3,2,97,Where the Road Runs Out
6.4,5,"1,496","Fat, Sick & Nearly Dead 2"
7.0,4,"1,405",Hurricane of Fun: The Making of Wet Hot
4.4,18,562,Pastor Shepherd
7.1,5,329,Shaolin Martial Arts
4.0,5,95,Hoodrats 2: Hoodrat Warriors
6.8,9,"1,135",Jim Norton: Mouthful of Shame
6.7,6,636,Rory Scovel Tries Stand-Up for the First Time
5.0,7,270,Dust Up
6.8,3,387,The Honeymoon Stand-up Special
6.9,28,"2,312",Mitt
6.3,3,494,Oriented
2.4,7,267,Sins Expiation
6.0,5,335,DeRay Davis: How to Act Black
5.9,8,400,When Jews Were Funny
6.6,4,235,A Million Colours
7.2,12,"1,693",Revenge of the Electric Car
5.4,3,206,Burning Daylight
7.7,11,"1,140",Gore Vidal: The United States of Amnesia
7.8,3,961,Judah Friedlander: America is the Greatest Country in the United States
5.2,2,113,Live at the Foxes Den
5.2,5,228,Shotgun Wedding
5.4,3,215,The Unlikely Girl
4.8,9,820,Pool Party
7.8,6,573,Killswitch
4.7,2,447,Erkekler
4.9,2,241,Hazing
6.6,2,529,Brent Morin: I'm Brent Morin
3.7,10,289,Identical
6.8,2,177,Franco Escamilla: Por la anécdota
7.1,3,735,The Waiting Room
6.2,4,398,Reggie Watts: Spatial
7.1,2,306,Resistance
5.5,5,316,Vai Anitta
6.6,4,308,Little Hope Was Arson
7.7,4,35,Venus on the Halfshell
6.5,3,223,Vidal Sassoon: The Movie
7.4,4,"1,628",Demetri Martin: Live (At the Time)
4.1,8,94,The Whole Truth
2.4,6,163,The Doll Master
7.4,10,"1,110",God Loves Uganda
6.1,5,472,Making the Boys
7.4,4,"1,408",Marc Maron: Thinky Pain
5.6,4,518,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking
7.6,3,913,Doug Stanhope: Beer Hall Putsch
6.2,6,386,Kathleen Madigan: Bothering Jesus
6.9,15,"1,596",The Search for General Tso
4.4,4,359,Zephyr Springs
6.8,2,187,Das Zeugenhaus
4.5,8,329,Borstal
2.6,21,961,Dying God
8.0,6,208,Finding Home
6.3,10,577,W. Kamau Bell: Private School Negro
7.4,2,350,Kicking It
6.7,4,248,Mudbloods
6.7,3,247,Mr. Angel
6.7,5,347,The Truth Is in the Stars
5.4,2,104,Adel Karam: Live from Beirut
6.6,10,"1,262",Vir Das: Abroad Understanding
7.2,4,691,Craig Ferguson: I'm Here to Help
8.6,9,48,Roll With Me
7.3,3,919,Mortified Nation
5.9,6,983,Uganda Be Kidding Me Live
6.0,17,"1,023",Tracy Morgan: Staying Alive
5.9,13,476,The Negro Soldier
4.1,4,182,ETXR
6.8,4,772,Bottled Life: Nestle's Business with Water
6.0,11,788,Maria Bamford: Old Baby
7.3,12,952,Roving Mars
6.1,2,162,Time Sweep
5.8,2,466,Indie Game: Life After
5.7,9,189,A Field Full of Secrets
7.1,3,149,Out of the Ashes
4.0,6,54,Roscoe's House of Chicken n Waffles
6.6,5,748,Colin Quinn: The New York Story
5.4,3,64,Daniel Sosa: Sosafado
6.1,2,184,Embedded
3.5,4,110,Echelon 8
4.3,2,259,Aditi Mittal: Things They Wouldn't Let Me Say
6.1,3,170,Red Carpet
7.1,3,440,Maria Bamford: The Special Special Special!
5.7,10,530,Cellmates
7.7,2,325,Silenced
5.4,2,149,Cold Harbour
6.3,4,570,Web Junkie
6.3,8,490,The Go Master
4.7,4,321,Ralphie May: Unruly
6.4,3,100,Wanderlust
6.5,8,568,Hari Kondabolu: Warn Your Relatives
7.0,3,158,Lavell Crawford: Can a Brother Get Some Love
8.7,6,214,Moving Art: Oceans
6.1,2,379,Joe Mande's Award-Winning Comedy Special
6.6,7,709,Burt's Buzz
6.7,6,624,Todd Barry: Spicy Honey
1.9,6,356,Defcon 2012
7.6,2,"1,024",Patton Oswalt: My Weakness Is Strong
8.5,2,13,Shadow Trade
6.5,2,229,Sinatra Being Frank
6.3,7,315,Men at Lunch
7.5,4,349,Louder Than a Bomb
7.6,2,110,Aluna
5.7,5,281,Milk?
6.6,5,270,Most High
6.1,11,261,Chasing Beauty
2.7,2,13,Dead & Nowhere
5.0,5,296,Todd Glass: Act Happy
7.4,2,88,Blue Gold: American Jeans
7.1,2,88,Made in Bangkok
5.3,7,280,Malena Pichot: Estupidez compleja
3.8,7,266,Cementerio General
7.0,4,148,TED: The Future We Will Create
7.2,3,205,The Spaghetti West
7.7,2,46,Fresh Cut Grass
3.1,3,112,Southern Justice
7.6,4,428,Dave Attell: Road Work
5.4,2,224,Simply Actors
7.7,3,97,Big in Bollywood
7.0,3,801,That's It
7.3,2,102,The Beautiful Game
6.1,3,111,Fight Church
6.2,2,56,Parrot Heads
7.4,3,79,Brasslands
7.7,3,20,The Missing Ingredient: What is the Recipe for Success?
7.4,2,81,Netflix Live
5.5,3,25,Alien Secrets
6.8,3,278,Morgan Murphy: Irish Goodbye
7.2,2,73,The Art Star and the Sudanese Twins
5.2,2,140,Enissa Amani: Ehrenwort
7.7,3,65,Without Shepherds
7.6,2,51,Nietzsche and the Nazis
6.9,2,250,Capital C
5.2,4,205,Bob Saget: That's What I'm Talkin' About
6.8,3,136,Pelican Dreams
6.3,4,263,The Atomic States of America
8.3,3,179,Moving Art: Forests
5.6,3,74,The Whistler
5.0,4,50,Natural Possession: Director's Cut
6.7,4,346,Nerdcore Rising
5.5,2,230,Rob Schneider: Soy Sauce and the Holocaust
8.5,4,301,Courage & Stupidity
6.8,3,134,Steve Byrne: Champion
6.1,3,284,John Hodgman: Ragnarok
4.6,3,101,Grillo vs Grillo
7.9,2,214,Honor Diaries
4.4,7,178,Crap Shoot: The Documentary
3.7,2,74,Craptastic
4.9,2,105,Meeting a Bullet
7.4,30,"3,647",Crazyhead
7.3,53,"2,200",The Hollow
7.0,19,"2,140",White Fang
7.0,8,302,Abyss
7.1,22,"2,066",Rebellion
7.3,83,"24,456",The Siege of Jadotville
8.4,45,"46,128",Blue Mountain State
5.7,54,"2,342",Revenger
7.5,114,"12,161",Everything Sucks!
5.6,605,"84,135",The Cloverfield Paradox
5.1,56,"3,621",Polaroid
7.9,30,"4,278",Anima
7.6,9,214,Bolívar
6.3,823,"57,499",Polar
6.5,126,"63,819",Footloose
8.8,209,"156,130",Twin Peaks
4.3,288,"4,141",Secret Obsession
6.6,2,"225,210",Bird Box
8.2,608,"68,632",Bodyguard
7.0,517,"28,694",The Dirt
8.0,1,"513,841",Jaws
7.5,100,"4,757",Bad Blood
7.7,230,"116,355",Teen Wolf
4.9,48,"2,039",Kidnapping Stella
7.4,255,"140,471",Gossip Girl
7.0,75,"5,193",The Wolf's Call
8.8,5,"1,520,710",The Lord of the Rings: The Fellowship of the Ring
6.1,405,"19,927",The Perfection
6.5,812,"76,566",Triple Frontier
7.8,1,"590,892",Captain America: Civil War
8.3,1,"642,087",Taxi Driver
4.2,272,"6,426",The Little Mermaid
8.2,540,"104,909",Altered Carbon
8.0,578,"39,877",Titans
7.8,714,"65,588",You
8.2,310,"87,557",Gilmore Girls
8.6,626,"59,956","Love, Death & Robots"
7.7,197,"170,966",New Girl
6.9,267,"28,878",Always Be My Maybe
8.6,229,"87,714",Star Trek: The Next Generation
8.7,1,"120,060",The Haunting of Hill House
8.2,265,"105,269",How to Get Away with Murder
5.2,615,"24,457",The Silence
7.2,363,"64,787",To All the Boys I've Loved Before
